"","id","water_pot_mpa","mass_g","leaf_mass_g","offset_mass_g","note","dt","week","start_weight","mass_lost_g","state","date"
"207","91",-4.65,0.3154,0.3154,0,NA,2025-06-25 04:12:20.802742,5,0.3646,0.0492,"Fresh","2025-06-24"
"208","91",-4.99,0.3028,0.3028,0,NA,2025-06-25 08:38:44.487885,5,0.3646,0.0618,"Fresh","2025-06-24"
"209","56",-1.12,0.1993,0.1993,0,NA,2025-06-10 23:18:31.866186,3,0.1993,0,"Fresh","2025-06-11"
"210","56",-1.2,0.1962,0.1962,0,NA,2025-06-10 23:25:17.804827,3,0.1993,0.00309999999999999,"Fresh","2025-06-11"
"211","56",-1.32,0.1955,0.1955,0,NA,2025-06-10 23:31:00.432323,3,0.1993,0.0038,"Fresh","2025-06-11"
"212","56",-3.26,0.1763,0.1763,0,NA,2025-06-11 01:58:22.195473,3,0.1993,0.023,"Fresh","2025-06-11"
"213","56",-3.34,0.1737,0.1737,0,NA,2025-06-12 03:45:08.335862,3,0.1993,0.0256,"Fresh","2025-06-11"
"214","56",-3.63,0.1665,0.1665,0,NA,2025-06-12 07:02:46.887355,3,0.1993,0.0328,"Fresh","2025-06-11"
"215","56",-3.86,0.1616,0.1616,0,NA,2025-06-12 08:44:34.413088,3,0.1993,0.0377,"Fresh","2025-06-11"
"216","86",-1.95,0.4519,0.4519,0,NA,NA,3,0.4519,0,"Fresh","2025-06-11"
"217","86",-2.02,0.4462,0.4462,0,NA,NA,3,0.4519,0.00570000000000004,"Fresh","2025-06-11"
"218","86",-2.72,0.4062,0.4062,0,NA,2025-06-11 09:07:35,3,0.4519,0.0457,"Fresh","2025-06-11"
"219","86",-3.13,0.3823,0.3823,0,NA,2025-06-12 10:49:27,3,0.4519,0.0696000000000001,"Fresh","2025-06-11"
"220","86",-3.57,0.3506,0.3506,0,NA,2025-06-12 14:11:31,3,0.4519,0.1013,"Fresh","2025-06-11"
"221","86",-3.65,0.3369,0.3369,0,NA,2025-06-12 15:49:23,3,0.4519,0.115,"Fresh","2025-06-11"
"222","90",-2.45,0.2979,0.2979,0,NA,NA,3,0.2987,0.000800000000000023,"Fresh","2025-06-11"
"223","90",-3.17,0.2857,0.2857,0,NA,NA,3,0.2987,0.013,"Fresh","2025-06-11"
"224","90",-3.31,0.2757,0.2757,0,"pv(""91"", plotonly = TRUE)",2025-06-12 10:54:18,3,0.2987,0.023,"Fresh","2025-06-11"
"225","90",-3.82,0.2646,0.2646,0,NA,2025-06-12 14:16:58,3,0.2987,0.0341,"Fresh","2025-06-11"
"226","90",-3.95,0.2595,0.2595,0,NA,2025-06-12 15:54:09,3,0.2987,0.0392,"Fresh","2025-06-11"
"227","91",-2.99,0.2084,0.2084,0,NA,2025-06-11 00:23:24.374578,3,0.2084,0,"Fresh","2025-06-11"
"228","91",-3.21,0.2067,0.2067,0,NA,2025-06-11 00:44:17.578995,3,0.2084,0.00170000000000001,"Fresh","2025-06-11"
"229","91",-3.5,0.2003,0.2003,0,NA,2025-06-11 02:19:59.830086,3,0.2084,0.0081,"Fresh","2025-06-11"
"230","91",-3.82,0.1986,0.1986,0,NA,2025-06-12 02:55:37.058,3,0.2084,0.0098,"Fresh","2025-06-11"
"231","91",-3.88,0.1909,0.1909,0,NA,2025-06-12 04:01:02.732789,3,0.2084,0.0175,"Fresh","2025-06-11"
"232","91",-4.51,0.1805,0.1805,0,NA,2025-06-12 07:23:56.555264,3,0.2084,0.0279,"Fresh","2025-06-11"
"233","91",-4.98,0.1749,0.1749,0,NA,2025-06-12 08:59:24.614982,3,0.2084,0.0335,"Fresh","2025-06-11"
